ID	Length	pLDDT	Domain architecture	Taxonomy	Dominating topology	Dom. top. frequency
A0A815CRD5	853	73,01	PF08487;PF13768;	Rotaria sordida	6_3	0,76
A0A1E4F2D7	925	71,95	PF08487;PF13768;	bacterium SCN 62-11	6_3	0,76
A0A857JL20	774	70,44	PF08487;PF13768;	Paraglaciecola mesophila	6_3	0,76
F4XN22	972	70,15	PF08487;PF13768;	Moorena producens 3L	6_3	0,76
A0A668U6V3	784		PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,76
A0A3Q3L115	809		PF08487;PF13768;	Mastacembelus armatus (zig-zag eel)	6_3	0,76
A0A3Q9NMQ8	685		PF08487;PF13768;	Marinobacter sp. NP-4(2019)	6_3	0,76
A0A3A8Q4E8	898		PF08487;PF13768;	Corallococcus aberystwythensis	6_3	0,76
A0A6P6PE07	772		PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,76
A0A2V8SGA9	839		PF08487;PF13768;	Acidobacteria bacterium	6_3	0,76
A0A357A331	656	85,18	PF08487;PF13768;	Cyanobacteria bacterium UBA11691	6_3	0,75
A0A7W7XZS6	734	85,16	PF08487;PF13768;	Rehaibacterium terrae	6_3	0,75
A0A4R4TP40	648	84,91	PF08487;PF13768;	Actinomadura sp. 7K507	6_3	0,75
A0A673UP96	738	84,88	PF08487;PF13768;	Suricata suricatta (Meerkat)	6_3	0,75
A0A1S3NU64	760	84,85	PF08487;PF13768;	Salmo salar (Atlantic salmon)	6_3	0,75
I3JCB3	698	84,85	PF08487;PF13768;	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	6_3	0,75
A0A1A8U6S6	777	84,74	PF08487;PF13768;	Nothobranchius furzeri (Turquoise killifish)	6_3	0,75
A0A672HY99	770	83,99	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,75
A0A3B3WVF9	759	83,93	PF08487;PF13768;	Poecilia mexicana	6_3	0,75
A0A6P0HYU7	782	83,75	PF08487;PF13768;	Okeania sp. SIO3H1	6_3	0,75
K9VS22	786	83,49	PF08487;PF13768;	Oscillatoria nigro-viridis PCC 7112	6_3	0,75
A0A4R5DMU3	665	83,47	PF08487;PF13768;	Actinomadura sp. 6K520	6_3	0,75
A0A3B4DD87	750	83,45	PF08487;PF13768;	Pygocentrus nattereri (Red-bellied piranha)	6_3	0,75
A0A6P7WYV4	783	83,42	PF08487;PF13768;	Microcaecilia unicolor	6_3	0,75
A0A672HY84	776	83,1	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,75
A0A670YMF9	736	83,08	PF08487;PF13768;	Pseudonaja textilis (Eastern brown snake)	6_3	0,75
F6PQ00	805	82,96	PF08487;PF13768;	Ornithorhynchus anatinus (Duckbill platypus)	6_3	0,75
A0A1S3NTR4	643	82,87	PF08487;PF13768;	Salmo salar (Atlantic salmon)	6_3	0,75
A0A6P0ZJ20	694	82,77	PF08487;PF13768;	Sphaerospermopsis sp. SIO1G2	6_3	0,75
A0A6J1VBA3	797	82,46	PF08487;PF13768;	Notechis scutatus (mainland tiger snake)	6_3	0,75
A0A2D0SCY1	792	82,28	PF08487;PF13768;	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	6_3	0,75
A0A1F9MK61	748	82,17	PF08487;PF13768;	Deltaproteobacteria bacterium RIFOXYD12_FULL_53_23	6_3	0,75
A0A7C3N165	758	82,05	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,75
U9VUG0	799	82,02	PF08487;PF13768;	Leptolyngbya sp. Heron Island J	6_3	0,75
A0A6P6N3K0	773	81,92	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,75
A0A4X1VK76	780	81,73	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,75
A0A2J8N1T0	785	81,66	PF08487;PF13768;	Pan troglodytes (Chimpanzee)	6_3	0,75
A0A0N0AME9	798	81,41	PF08487;PF13768;	Saccharothrix sp. NRRL B-16348	6_3	0,75
A0A6J2QVE3	807	81,38	PF08487;PF13768;	Cottoperca gobio (Frogmouth) (Aphritis gobio)	6_3	0,75
A0A1B8XY76	848	81,36	PF08487;PF13768;	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	6_3	0,75
A0A1T4ZA10	777	81,35	PF08487;PF13768;	Planktothrix sp. PCC 11201	6_3	0,75
A0A665UZQ8	804	81,34	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,75
A0A7N8XX05	808	81,21	PF08487;PF13768;	Mastacembelus armatus (zig-zag eel)	6_3	0,75
A0A6J2N3K0	783	81,16	PF08487;PF13768;	Phyllostomus discolor (pale spear-nosed bat)	6_3	0,75
A0A3B5QJ71	730	81,14	PF08487;PF13768;	Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	6_3	0,75
A0A833YVI3	779	81,1	PF08487;PF13768;	Phyllostomus discolor (pale spear-nosed bat)	6_3	0,75
A0A1A3UJK9	751	80,89	PF08487;PF13768;	Mycobacterium asiaticum	6_3	0,75
A0A235HTZ7	814	80,79	PF08487;PF13768;	Nostoc sp. 'Peltigera membranacea cyanobiont' 213	6_3	0,75
A0A6P0VB62	828	80,69	PF08487;PF13768;	Symploca sp. SIO1C2	6_3	0,75
A0A1G0YSQ7	736	80,6	PF08487;PF13768;	Lentisphaerae bacterium GWF2_44_16	6_3	0,75
A0A090VEG4	717	80,59	PF08487;PF13768;	Algibacter lectus	6_3	0,75
A0A1H0IYB6	756	80,52	PF08487;PF13768;	Afipia sp. GAS231	6_3	0,75
H2Q509	785	80,24	PF08487;PF13768;	Pan troglodytes (Chimpanzee)	6_3	0,75
A0A480T2B5	783	80,19	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,75
A0A6P7JDE4	822	80,1	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,75
A0A7D7QLA1	830	80,09	PF08487;PF13768;	Nostoc edaphicum CCNP1411	6_3	0,75
A0A2K5HXW1	786	79,79	PF08487;PF13768;	Colobus angolensis palliatus (Peters' Angolan colobus)	6_3	0,75
K9PMF8	815	79,75	PF08487;PF13768;	Calothrix sp. PCC 7507	6_3	0,75
A0A6P6N3U5	781	79,63	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,75
H9FUD4	786	79,57	PF08487;PF13768;	Macaca mulatta (Rhesus macaque)	6_3	0,75
A0A4Y6CRD7	837	79,54	PF08487;PF13768;	Myxococcus xanthus	6_3	0,75
A0A1G8RGB0	773	79,49	PF08487;PF13768;	Lentzea albidocapillata subsp. violacea	6_3	0,75
A0A6P7JGB9	810	79,45	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,75
A0A4W6CS61	772	79,08	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,75
A0A3S4FKY4	764	79,01	PF08487;PF13768;	Mycobacterium basiliense	6_3	0,75
Q75WE7	822	78,83	PF08487;PF13768;	Rattus norvegicus (Rat)	6_3	0,75
A0A085WTY9	874	78,79	PF08487;PF13768;	Hyalangium minutum	6_3	0,75
A0A4V1ZKZ8	806	78,72	PF08487;PF13768;	bacterium	6_3	0,75
A0A3B3D6Y9	762	78,67	PF08487;PF13768;	Oryzias melastigma (Marine medaka)	6_3	0,75
K9ZM71	843	78,67	PF08487;PF13768;	Anabaena cylindrica (strain ATCC 27899 / PCC 7122)	6_3	0,75
A0A5K1VKX9	814	77,94	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,75
A0A5A9PR37	830	77,83	PF08487;PF13768;	Triplophysa tibetana	6_3	0,75
A0A3Q0CNX2	814	77,77	PF08487;PF13768;	Mesocricetus auratus (Golden hamster)	6_3	0,75
H2NFN9	811	77,56	PF08487;PF13768;	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	6_3	0,75
A0A3A8NKX7	896	77,49	PF08487;PF13768;	Corallococcus sicarius	6_3	0,75
A0A2T1ESN7	846	77,11	PF08487;PF13768;	filamentous cyanobacterium Phorm 46	6_3	0,75
S9ZSB1	826	77,07	PF08487;PF13768;	Thauera terpenica 58Eu	6_3	0,75
C4ZKE8	840	76,53	PF08487;PF13768;	Thauera sp. (strain MZ1T)	6_3	0,75
A0A3A8TE61	909	76,27	PF08487;PF13768;	Corallococcus sp. AB038B	6_3	0,75
A0A819A7M2	833	76,21	PF08487;PF13768;	Rotaria sordida	6_3	0,75
A0A815IEB6	822	76	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,75
A0A1U7SSG4	821	75,91	PF08487;PF13768;	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	6_3	0,75
A0A2W4HW48	894	75,76	PF08487;PF13768;	Candidatus Melainabacteria bacterium	6_3	0,75
A0A3Q2CJK3	688	75,05	PF08487;PF13768;	Cyprinodon variegatus (Sheepshead minnow)	6_3	0,75
A0A813R588	822	74,69	PF08487;PF13768;	Adineta ricciae (Rotifer)	6_3	0,75
A0A3P9JJ41	742	74,64	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,75
B9XLE8	723	74,34	PF08487;PF13768;	Pedosphaera parvula (strain Ellin514)	6_3	0,75
A0A819H3Q3	891	74,03	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,75
A0A813VIW4	903	73,76	PF08487;PF13768;	Rotaria sordida	6_3	0,75
A0A819UZ18	683	73,15	PF08487;PF13768;	Rotaria magnacalcarata	6_3	0,75
A0A820E128	826	72,97	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,75
A0A818HID1	850	72,26	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,75
A0A846DD59	972	71,31	PF08487;PF13768;	Moorena sp. SIO2B7	6_3	0,75
A0A5Q4DHL1	1008	71,03	PF08487;PF13768;	Gemmatimonadales bacterium	6_3	0,75
A0A2P9IMU0	974	70,56	PF08487;PF13768;	Actinomadura parvosata subsp. kistnae	6_3	0,75
A0A661FN00	639	89,42	PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,74
A0A2V6ZKV7	629	85,89	PF08487;PF13768;	Candidatus Rokubacteria bacterium	6_3	0,74
A0A4R4ZM85	644	85,1	PF08487;PF13768;	Actinomadura rubrisoli	6_3	0,74
A0A6P8PX89	766	84,91	PF08487;PF13768;	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	6_3	0,74
A0A3P8UBS2	736	84,88	PF08487;PF13768;	Amphiprion percula (Orange clownfish) (Lutjanus percula)	6_3	0,74
A0A6P6PDD7	779	84,49	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,74
A0A6P6N255	750	83,95	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,74
A0A6M0FQC2	782	83,49	PF08487;PF13768;	Okeania sp. SIO1I7	6_3	0,74
A0A6P8GC19	794	83,09	PF08487;PF13768;	Clupea harengus (Atlantic herring)	6_3	0,74
A0A668U8B6	784	83,03	PF08487;PF13768;	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	6_3	0,74
G3SLD4	622	82,99	PF08487;PF13768;	Loxodonta africana (African elephant)	6_3	0,74
A0A6P7JGE1	743	82,98	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,74
A0A672F7A7	753	82,87	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,74
A0A3P8R0R1	781	82,47	PF08487;PF13768;	Astatotilapia calliptera (Eastern happy) (Chromis callipterus)	6_3	0,74
A0A352X340	789	82,47	PF08487;PF13768;	Cyanobacteria bacterium UBA11367	6_3	0,74
A0A7Y4K0P5	814	82,2	PF08487;PF13768;	Corallococcus exercitus	6_3	0,74
A0A3M2GA16	811	82,12	PF08487;PF13768;	Cyanobacteria bacterium J007	6_3	0,74
A0A2G6JIJ5	786	81,81	PF08487;PF13768;	Planctomycetes bacterium	6_3	0,74
A0A6P7JK47	796	81,22	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,74
A0A3P9I8K6	789	81,22	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,74
A0A386U2H3	769	81,05	PF08487;PF13768;	Mycobacterium paragordonae	6_3	0,74
A0A6P6MDR7	805	81,05	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,74
A0A6P6MCY3	811	80,99	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,74
A0A6J2UN99	787	80,19	PF08487;PF13768;	Chanos chanos (Milkfish) (Mugil chanos)	6_3	0,74
A0A6J0ZD07	781	80,16	PF08487;PF13768;	Odocoileus virginianus texanus	6_3	0,74
A0A5S3PPL1	717	80,01	PF08487;PF13768;	Maribacter algarum	6_3	0,74
A0A4P5W125	795	79,98	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,74
A0A2W5T7H1	832	79,83	PF08487;PF13768;	Archangium gephyra	6_3	0,74
A0A3Q1JFB8	765	79,82	PF08487;PF13768;	Anabas testudineus (Climbing perch) (Anthias testudineus)	6_3	0,74
A0A665UZL7	837	79,8	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,74
A0A3C1NDS0	771	79,78	PF08487;PF13768;	Hyphomicrobiales bacterium	6_3	0,74
A0A848LIY4	875	79,74	PF08487;PF13768;	Pyxidicoccus fallax	6_3	0,74
A0A6P7JDK4	822	79,54	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,74
A0A6J0CEN7	777	79,39	PF08487;PF13768;	Peromyscus maniculatus bairdii (Prairie deer mouse)	6_3	0,74
A0A6N2DVN6	743	79,25	PF08487;PF13768;	Rhodospirillales bacterium	6_3	0,74
A0A259ITM6	775	79,24	PF08487;PF13768;	Polynucleobacter sp. 39-46-10	6_3	0,74
A0A2K6PU31	790	78,98	PF08487;PF13768;	Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana)	6_3	0,74
A0A672HXG0	741	78,81	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,74
A0A6P6MBZ8	809	78,71	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,74
A0A511HHJ1	861	78,59	PF08487;PF13768;	Myxococcus virescens	6_3	0,74
A0A257FWF1	809	78,53	PF08487;PF13768;	Comamonadaceae bacterium PBBC2	6_3	0,74
A0A285IMD4	823	78,41	PF08487;PF13768;	Actinoplanes atraurantiacus	6_3	0,74
A0A6P0MLN3	844	78,36	PF08487;PF13768;	Symploca sp. SIO2C1	6_3	0,74
A0A0C3N0Q8	832	78,09	PF08487;PF13768;	Thauera sp. SWB20	6_3	0,74
A0A3P9BJ67	804	78,02	PF08487;PF13768;	Maylandia zebra (zebra mbuna)	6_3	0,74
A0A5N3XSN0	811	77,76	PF08487;PF13768;	Muntiacus reevesi (Reeves' muntjac) (Cervus reevesi)	6_3	0,74
A0A554WUW4	813	77,74	PF08487;PF13768;	Tepidimonas sediminis	6_3	0,74
A0A5C1WNV4	780	77,5	PF08487;PF13768;	Labrys sp. KNU-23	6_3	0,74
A0A6J2UPQ3	870	77,46	PF08487;PF13768;	Chanos chanos (Milkfish) (Mugil chanos)	6_3	0,74
A0A3B4X7E0	754	77,26	PF08487;PF13768;	Seriola lalandi dorsalis	6_3	0,74
A0A672HY89	734	77,17	PF08487;PF13768;	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	6_3	0,74
A0A2R3QEY7	777	77	PF08487;PF13768;	Melaminivora sp. SC2-9	6_3	0,74
A0A7V9RDB9	728	76,88	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,74
H3AU12	851	76,86	PF08487;PF13768;	Latimeria chalumnae (Coelacanth)	6_3	0,74
A0A3A8H6T2	910	76,82	PF08487;PF13768;	Corallococcus sp. AB011P	6_3	0,74
A0A821RJJ8	700	76,75	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,74
A0A2G4F0G8	863	76,68	PF08487;PF13768;	Tychonema bourrellyi FEM_GT703	6_3	0,74
A0A821XC37	834	76,44	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,74
A0A3Q3KPW2	746	76,03	PF08487;PF13768;	Mastacembelus armatus (zig-zag eel)	6_3	0,74
A0A4Q6JCX8	661	75,83	PF08487;PF13768;	Pseudoalteromonas sp. MEBiC 03485	6_3	0,74
A0A814JVS2	696	75,68	PF08487;PF13768;	Rotaria sordida	6_3	0,74
A0A821VAL4	847	75,05	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,74
A0A1V5IL87	800	74,39	PF08487;PF13768;	Euryarchaeota archaeon ADurb.BinA087	6_3	0,74
A0A7W0VNV1	783	74,21	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,74
A0A848V2P9	712	73,8	PF08487;PF13768;	Hellea sp	6_3	0,74
A0A7Z9G7Y8	825	72,92	PF08487;PF13768;	Myxococcales bacterium	6_3	0,74
A0A6L9Y8E1	937	72,18	PF08487;PF13768;	Moorena sp. SIO3E8	6_3	0,74
A0A815CHW0	907	71,29	PF08487;PF13768;	Adineta steineri	6_3	0,74
X8FGN6	770	71,01	PF08487;PF13768;	Mycobacterium ulcerans str. Harvey	6_3	0,74
A0A673ZBD4	735		PF08487;PF13768;	Salmo trutta (Brown trout)	6_3	0,74
A0A1C0VTT9	874		PF08487;PF13768;	Oscillatoriales cyanobacterium USR001	6_3	0,74
A0A661CWD1	889		PF08487;PF13768;	Gammaproteobacteria bacterium	6_3	0,74
A0A0K2SJB2	806	87,54	PF08487;PF13768;	Limnochorda pilosa	6_3	0,73
A0A2E2NS84	743	84,61	PF08487;PF13768;	Deltaproteobacteria bacterium	6_3	0,73
A0A164A5B2	744	84,41	PF08487;PF13768;	Mycobacterium ostraviense	6_3	0,73
A0A1J1LQ15	777	84,28	PF08487;PF13768;	Planktothrix tepida PCC 9214	6_3	0,73
A0A4W6CSJ7	755	84,04	PF08487;PF13768;	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	6_3	0,73
A0A7Z7N8F4	735	83,83	PF08487;PF13768;	Mycobacterium simulans	6_3	0,73
A0A6P6JFD7	788	83,51	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,73
A0A1F4A2S3	754	83,41	PF08487;PF13768;	Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14	6_3	0,73
A0A5A9PSR9	792	83,4	PF08487;PF13768;	Triplophysa tibetana	6_3	0,73
A0A372DLQ7	793	83,37	PF08487;PF13768;	Limnothrix sp. CACIAM 69d	6_3	0,73
A0A355DNJ0	802	83,11	PF08487;PF13768;	Cyanobacteria bacterium UBA11162	6_3	0,73
A0A1Q7MD82	783	82,85	PF08487;PF13768;	Deltaproteobacteria bacterium 13_1_40CM_3_69_14	6_3	0,73
A0A3M1W6K3	772	82,76	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,73
A0A239C2W2	770	82,67	PF08487;PF13768;	Streptosporangium subroseum	6_3	0,73
A0A4W2ICP0	753	82,58	PF08487;PF13768;	Bos indicus x Bos taurus (Hybrid cattle)	6_3	0,73
A0A4U3M9D6	788	82,39	PF08487;PF13768;	Herbidospora galbida	6_3	0,73
A0A7W9MFE6	777	82,15	PF08487;PF13768;	Streptosporangium becharense	6_3	0,73
A0A7V7WYZ7	754	82,12	PF08487;PF13768;	Burkholderiaceae bacterium	6_3	0,73
A0A6G9SC06	816	81,99	PF08487;PF13768;	Tolypothrix sp. PCC 7910	6_3	0,73
A0A521NDC7	773	81,93	PF08487;PF13768;	Variovorax sp	6_3	0,73
A0A4X1VDH8	783	81,88	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,73
A0A7Y9GJH6	806	81,72	PF08487;PF13768;	Actinomadura citrea	6_3	0,73
A0A2K5WGB0	786	81,6	PF08487;PF13768;	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	6_3	0,73
A0A671W736	758	81,14	PF08487;PF13768;	Sparus aurata (Gilthead sea bream)	6_3	0,73
A0A665V2C5	775	80,85	PF08487;PF13768;	Echeneis naucrates (Live sharksucker)	6_3	0,73
A0A2V8P1S2	852	80,67	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,73
N6VBY7	695	80,55	PF08487;PF13768;	Rhizobium freirei PRF 81	6_3	0,73
A0A673BQZ6	827	80,55	PF08487;PF13768;	Sphaeramia orbicularis (orbiculate cardinalfish)	6_3	0,73
A0A1U7Q528	808	80,54	PF08487;PF13768;	Mesocricetus auratus (Golden hamster)	6_3	0,73
A0A2J8X032	786	80,34	PF08487;PF13768;	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	6_3	0,73
A0YYN3	843	80,15	PF08487;PF13768;	Lyngbya sp. (strain PCC 8106) (Lyngbya aestuarii (strain CCY9616))	6_3	0,73
A0A6J1XJC9	738	80,06	PF08487;PF13768;	Acinonyx jubatus (Cheetah)	6_3	0,73
A0A428YXC9	831	80,04	PF08487;PF13768;	Kibdelosporangium aridum	6_3	0,73
A0A4X1VK71	783	79,95	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,73
A0A4S3K537	779	79,55	PF08487;PF13768;	Panacagrimonas perspica	6_3	0,73
A0A2K5YI15	786	79,54	PF08487;PF13768;	Mandrillus leucophaeus (Drill) (Papio leucophaeus)	6_3	0,73
A0A1V6K0H8	767	79,51	PF08487;PF13768;	candidate division Hyd24-12 bacterium ADurb.Bin004	6_3	0,73
A0A6P0T9G5	858	79,39	PF08487;PF13768;	Cyanothece sp. SIO2G6	6_3	0,73
A0A1H0WBE5	778	79,19	PF08487;PF13768;	Lentzea jiangxiensis	6_3	0,73
A0A7W5DUM0	764	79,09	PF08487;PF13768;	Rhodopirellula rubra	6_3	0,73
A0A6P6MCY7	797	79,03	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,73
A0A290ZNK3	825	78,96	PF08487;PF13768;	Thauera sp. K11	6_3	0,73
A0A4Y3HYY5	682	78,83	PF08487;PF13768;	Vibrio inusitatus NBRC 102082	6_3	0,73
E3FFX7	881	78,5	PF08487;PF13768;	Stigmatella aurantiaca (strain DW4/3-1)	6_3	0,73
A0A1D1W5R8	811	78,07	PF08487;PF13768;	Ramazzottius varieornatus (Water bear) (Tardigrade)	6_3	0,73
F7IDW8	789	78,06	PF08487;PF13768;	Callithrix jacchus (White-tufted-ear marmoset)	6_3	0,73
A0A386U164	866	77,83	PF08487;PF13768;	Mycobacterium paragordonae	6_3	0,73
F1S8Z3	765	77,37	PF08487;PF13768;	Sus scrofa (Pig)	6_3	0,73
A0A0C3N3N3	826	77,24	PF08487;PF13768;	Thauera sp. SWB20	6_3	0,73
A0A0G2ZER9	895	77,21	PF08487;PF13768;	Archangium gephyra	6_3	0,73
A0A561WLU3	809	77,04	PF08487;PF13768;	Actinoplanes teichomyceticus	6_3	0,73
A0A3A8I508	900	77	PF08487;PF13768;	Corallococcus terminator	6_3	0,73
A0A7V1W985	887	76,74	PF08487;PF13768;	Chthonomonadales bacterium	6_3	0,73
A0A6J1V9S6	799	76,21	PF08487;PF13768;	Notechis scutatus (mainland tiger snake)	6_3	0,73
A0A3D4GF40	742	75,52	PF08487;PF13768;	Sutterellaceae bacterium	6_3	0,73
A0A818VKB5	847	75,49	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,73
A0A820R358	833	75,22	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,73
A0A6M8WAS4	822	74,86	PF08487;PF13768;	Planctomycetes bacterium	6_3	0,73
A0A7V7DUY0	1234	74,67	PF08487;PF13768;	Planctomycetes bacterium	6_3	0,73
A0A7S7NTV4	798	74,65	PF08487;PF13768;	Paludibaculum fermentans	6_3	0,73
A0A3B3BNL6	750	74,58	PF08487;PF13768;	Oryzias melastigma (Marine medaka)	6_3	0,73
A0A818U811	844	74,49	PF08487;PF13768;	Rotaria sp. Silwood1	6_3	0,73
A0A3B4UDX2	755	74,22	PF08487;PF13768;	Seriola dumerili (Greater amberjack) (Caranx dumerili)	6_3	0,73
A0A817E9D3	834	74,03	PF08487;PF13768;	Rotaria sp. Silwood2	6_3	0,73
A0A2H5VUN9	835	73,08	PF08487;PF13768;	bacterium HR09	6_3	0,73
A0A813VXM2	903	73,06	PF08487;PF13768;	Rotaria sordida	6_3	0,73
A0A0F3GMA9	824	72,13	PF08487;PF13768;	Candidatus Magnetobacterium bavaricum	6_3	0,73
A0A821SY24	898	71,97	PF08487;PF13768;	Rotaria socialis	6_3	0,73
A0A3E0P9I4	978	71,81	PF08487;PF13768;	Acidobacteria bacterium	6_3	0,73
A0A818ND25	903	71,61	PF08487;PF13768;	Rotaria sordida	6_3	0,73
A0A1C7HKG1	807	71,38	PF08487;PF13768;	Burkholderiales bacterium YL45	6_3	0,73
A0A3P9JJP2	709	70,15	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,73
H2MGI0	742	84,99	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,72
A0A2L2NFL5	771	84,54	PF08487;PF13768;	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	6_3	0,72
A0A4R4L5Z5	650	84,44	PF08487;PF13768;	Actinomadura sp. KC216	6_3	0,72
A0A6P6PER6	788	84,26	PF08487;PF13768;	Carassius auratus (Goldfish)	6_3	0,72
A0A1A8AZV8	777	84,14	PF08487;PF13768;	Nothobranchius furzeri (Turquoise killifish)	6_3	0,72
O00534	786	83,78	PF08487;PF13768;	Homo sapiens (Human)	6_3	0,72
A0A0S7FL11	790	83,63	PF08487;PF13768;	Poeciliopsis prolifica (blackstripe livebearer)	6_3	0,72
A0A6P7JGS7	774	83,61	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,72
A0A670JN23	795	83,32	PF08487;PF13768;	Podarcis muralis (Wall lizard) (Lacerta muralis)	6_3	0,72
A0A3P9JJ55	774	83,19	PF08487;PF13768;	Oryzias latipes (Japanese rice fish) (Japanese killifish)	6_3	0,72
A0A7J6AEN1	776	83,1	PF08487;PF13768;	Ameiurus melas (Black bullhead) (Silurus melas)	6_3	0,72
A0A6P4URU2	738	83,06	PF08487;PF13768;	Panthera pardus (Leopard) (Felis pardus)	6_3	0,72
A0A350Y297	804	83,05	PF08487;PF13768;	Cyanobacteria bacterium UBA11370	6_3	0,72
A0A2U8FWF5	718	82,51	PF08487;PF13768;	Aquabacterium olei	6_3	0,72
A0A1V4RG91	765	82,17	PF08487;PF13768;	Gemmatimonadaceae bacterium 4484_173	6_3	0,72
A0A6P7JGD4	790	81,88	PF08487;PF13768;	Parambassis ranga (Indian glassy fish)	6_3	0,72
D2B6D8	774	81,65	PF08487;PF13768;	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)	6_3	0,72
A0A3B0YK35	769	81,59	PF08487;PF13768;	hydrothermal vent metagenome	6_3	0,72
A0A2W2HV51	798	81,38	PF08487;PF13768;	Spongiactinospora gelatinilytica	6_3	0,72
A0A2G6E0H7	671	81,23	PF08487;PF13768;	candidate division KSB3 bacterium	6_3	0,72
A0A7J7UHK1	731	81,1	PF08487;PF13768;	Pipistrellus kuhlii (Kuhl's pipistrelle)	6_3	0,72
A0A1V6FAY0	734	80,96	PF08487;PF13768;	Candidatus Cloacimonetes bacterium ADurb.Bin088	6_3	0,72
A0A452RE94	777	80,82	PF08487;PF13768;	Ursus americanus (American black bear) (Euarctos americanus)	6_3	0,72
A0A840PKY2	815	80,78	PF08487;PF13768;	Thermocatellispora tengchongensis	6_3	0,72
A0A1M3MXH6	839	80,71	PF08487;PF13768;	Myxococcales bacterium 68-20	6_3	0,72
