#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR003929 AND Category=AF4;
5_2	AF4	A0A1D1VP35-F1	Water bear	74.7	Maxi K channel	IPR003929,IPR013099,IPR036291	RvY_11161 RvY_11161.1 RvY_11161-1
3_1	AF4	A0A3Q2DIR7-F1	Sheepshead minnow	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K9AP38-F1	Emu	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 DRONOV_R01972
3_1	AF4	A0A096N0X1-F1	Olive baboon	77.3	Potassium calcium-activated channel subfamily U member 1	IPR003929,IPR005821	KCNU1
3_1	AF4	A0A852MZ74-F1	Pteruthius melanotis	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PTEMEL_R02458
3_1	AF4	A0A7J7VBL3-F1	Kuhl's pipistrelle	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	mPipKuh1_007053
3_1	AF4	A0A674EE62-F1	Brown trout	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7J7TTI0-F1	Greater mouse-eared bat	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	mMyoMyo1_007185
3_1	AF4	A0A6P4JJU9-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC108120269
3_1	AF4	A0A3Q3CB15-F1	Burton's mouthbrooder	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A4W4EV50-F1	Electric eel	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC113578927
3_1	AF4	A0A7L1K155-F1	Black skimmer	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 RYNNIG_R04055
3_1	AF4	A0A484B662-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	AWZ03_009465
3_1	AF4	A0A815UX62-F1	Rotaria magnacalcarata	77.3	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	CJN711_LOCUS28886 XDN619_LOCUS35412
3_1	AF4	A0A1W2PRV4-F1	Human	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K6GAI7-F1	Red-winged fairywren	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 MALELE_R00742
3_1	AF4	A0A1S3T3G4-F1	Atlantic salmon	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC106613356
3_1	AF4	A0A6P6L6C7-F1	Goldfish	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC113057177
3_1	AF4	A0A663DBX3-F1	Chimpanzee	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CK820_G0007780
3_1	AF4	A0A3P7HSI6-F1	Nematode worm	77.3	BK_channel_a domain-containing protein	IPR003929	ACOC_LOCUS8591
3_1	AF4	A0A6P7L5L1-F1	Siamese fighting fish	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114845677
3_1	AF4	A0A4Z2IYR4-F1	Tanaka's snailfish	77.3	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR036291	KCNMA1_2 EYF80_007277
3_1	AF4	A0A3Q7WFE1-F1	Ursus arctos	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6P7PXB2-F1	Siamese fighting fish	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC114870627
3_1	AF4	A0A383YX11-F1	North Pacific minke whale	77.3	potassium channel subfamily T member 2	IPR003929,IPR013099,IPR036291	KCNT2
3_1	AF4	A0A384BQK5-F1	Polar bear	77.3	potassium channel subfamily U member 1	IPR003929,IPR005821	KCNU1
3_1	AF4	A0A2Y9DXU6-F1	Florida manatee	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC101341595
3_1	AF4	A0A0R1E907-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	Dyak\GE23506 Dyak_GE23506
3_1	AF4	A0A6P8XLZ5-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117574290
3_1	AF4	A0A2J8NU56-F1	Chimpanzee	77.3	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR027359,IPR036291	CK820_G0007780
3_1	AF4	A0A7K6D8H4-F1	Origma solitaria	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ORISOL_R05903
3_1	AF4	A0A4W6DGS1-F1	Barramundi	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A0Q9X5H5-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	Dwil\GK10969 Dwil_GK10969
3_1	AF4	A0A6J1ZPT6-F1	Cheetah	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7N6APH7-F1	Climbing perch	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A7K8RCQ9-F1	Rhodinocichla rosea	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 RHOROS_R06047
3_1	AF4	A0A7K8XUS7-F1	red-headed barbet	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 EUBBOU_R07254
3_1	AF4	A0A7K6R668-F1	rufous treecreeper	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CLIRUF_R07111
3_1	AF4	A0A6J8BK74-F1	Sea mussel	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	MCOR_20038
3_1	AF4	A0A6P4K3A0-F1	Fruit fly	77.3	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC108120269
3_1	AF4	A0A851W6Y6-F1	New Caledonian crow	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CORMON_R03481
3_1	AF4	A0A6P4VX88-F1	Leopard	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A077YZ43-F1	Whipworm	77.3	Slowpoke potassium channel family member SLO 1	IPR003929,IPR013099,IPR027359,IPR036291	TTRE_0000160601
3_1	AF4	A0A7L0T0L7-F1	Pied-billed grebe	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PODPOD_R04236
3_1	AF4	A0A452QQG2-F1	American black bear	77.3	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A852C2S6-F1	Ramphastos sulfuratus	77.2	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR013099,IPR036291	Kcnma1 RAMSUL_R05295
3_1	AF4	A0A6P4EUF6-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC108046554
3_1	AF4	A0A7K8BRT1-F1	Rhagologus leucostigma	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 RHALEU_R11929
3_1	AF4	A0A2K6PHQ7-F1	Golden snub-nosed monkey	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6J1L934-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC111593694
3_1	AF4	A0A6P8KGT7-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC117143036
3_1	AF4	A0A6P3H0H3-F1	Bison bison	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A2K5IQ15-F1	Peters' Angolan colobus	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A2K5P6Z4-F1	Sooty mangabey	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821	KCNMA1
3_1	AF4	A0A7L0J2E7-F1	Wing-barred manakin	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PIPCHL_R02929
3_1	AF4	A0A7L0U4T2-F1	Lesser nighthawk	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CHOACU_R08694
3_1	AF4	A0A0K0EI03-F1	Threadworm	77.2	Potassium channel subfamily T member 2	IPR003929,IPR013099	
3_1	AF4	A0A7K6I2B0-F1	rufous bristle-bird	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 DASBRO_R01722
3_1	AF4	A0A1W4W2V3-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	LOC108099326
3_1	AF4	A0A7L1UUR8-F1	Eurasian nuthatch	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SITEUR_R00252
3_1	AF4	A0A3Q7TI27-F1	Red fox	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A0P9C7E9-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	Dana\GF17221 dana_GLEANR_18487 Dana_GF17221 GF17221
3_1	AF4	A0A6I8W3F7-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC4800443
3_1	AF4	A0A2D0QPS7-F1	Channel catfish	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	LOC108263740
3_1	AF4	A0A7K7MJ98-F1	black-headed bulbul	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 BRAATR_R11119
3_1	AF4	A0A6I9J876-F1	Cape golden mole	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6J0YIF4-F1	Odocoileus virginianus	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A2J8NU24-F1	Chimpanzee	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	CK820_G0007780
3_1	AF4	A0A2U3ZIP8-F1	Pacific walrus	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A1I8NCG1-F1	House fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	101896394
3_1	AF4	A0A7J8GAE0-F1	Egyptian rousette	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	HJG63_007120
3_1	AF4	A0A3Q7SYC1-F1	Red fox	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K7EGY7-F1	blackcap	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SYLATR_R03072
3_1	AF4	A0A7K6Q553-F1	blue-capped ifrita	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 IFRKOW_R05698
3_1	AF4	A0A7K9YU16-F1	marbled wood quail	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 ODOGUJ_R14617
3_1	AF4	A0A7L0ABU3-F1	Ciconia maguari	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 CICMAG_R14089
3_1	AF4	A0A7L1MBH5-F1	Bohemian waxwing	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 BOMGAR_R07260
3_1	AF4	A0A6J3DD31-F1	Tufted duck	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K8WLH7-F1	tawny-throated leaftosser	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 SCLMEX_R08784
3_1	AF4	T1FXX2-F1	Californian leech	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR011004,IPR036291	20213670 HELRODRAFT_64618
3_1	AF4	A0A6P8XLY9-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC117574290
3_1	AF4	A0A1W4W281-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC108099326
3_1	AF4	A0A553PSS1-F1	Marine copepod	77.2	BK_channel_a domain-containing protein	IPR003929,IPR013099	TCAL_04345
3_1	AF4	A0A1S3ARD9-F1	Western European hedgehog	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A7K6X5C4-F1	Cape sugarbird	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	Kcnma1 PROCAF_R14481
3_1	AF4	A0A6P4HXS9-F1	Fruit fly	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR027359,IPR036291	LOC108073415
3_1	AF4	A0A7S0VY48-F1	Hemiselmis tepida	77.2	Hypothetical protein	IPR003929,IPR005821,IPR027359,IPR036291	HTEP1355_LOCUS14716
3_1	AF4	A0A2K5ZFB1-F1	Drill	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	A0A6J2GXL5-F1	Wire-tailed manakin	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	KCNMA1
3_1	AF4	H3CT88-F1	Spotted green pufferfish	77.2	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha...	IPR003929,IPR005821,IPR036291	
3_1	AF4	A0A819XL18-F1	Rotaria socialis	77.2	Hypothetical protein	IPR003929,IPR013099,IPR027359,IPR036291	UJA718_LOCUS2684
3_1	AF4	A0A1A8NFQ3-F1	Nothobranchius pienaari	77.2	Calcium-activated potassium channel subunit alpha-1 (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Slo-alpha) (Slo1) (Slowpoke homolog)	IPR003929,IPR036291	KCNMA1
3_1	AF4	A0A6I8TSK6-F1	Yellowfever mosquito	77.2	BK channel (Maxi K channel)	IPR003929,IPR005821,IPR036291	5578934
