#Knot_type	Category	Uniprot	Organism	pLDDT_knotcore	Protein_name	InterPro	Gene_name	#FILTER: InterPro=IPR036901;IPR006131 AND Category=AF4;
4_1	AF4	A0A7J6WXD7-F1	Rue-anemone	77.7	Aspartate carbamoyltransferase (EC 2.1.3.2)	IPR002082,IPR006130,IPR006131,IPR006132,IPR036901	FRX31_008300
3_1	AF4	A0A1Z8UPU3-F1	Flavobacteriaceae bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CBC28_02025
3_1	AF4	A0A2G6J9P3-F1	Proteobacteria bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006131,IPR036901	CSA66_02550
3_1	AF4	A0A0D2GFB1-F1	Dethiosulfatarculus sandiegensis	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	X474_11275
3_1	AF4	A0A2E1P7Q3-F1	Flavobacteriaceae bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMC22_08720
3_1	AF4	A0A2G6F438-F1	Flavobacteriales bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CR989_03535
3_1	AF4	A0A200JD38-F1	Enterococcus sp	97.7	Aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A5889_000607
3_1	AF4	A0A0S2W7C3-F1	Intestinimonas butyriciproducens	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	IB211_02861c
3_1	AF4	A0A1C6GN57-F1	uncultured Clostridium	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW_1 SAMEA3545416_01748
3_1	AF4	A0A370ART3-F1	Oceanispirochaeta sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DV872_08920
3_1	AF4	A0A1C2GRE6-F1	Mucilaginibacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BEL04_06830
3_1	AF4	A0A6N3GFF1-F1	Fusobacterium plautii	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_2 FPLFYP42_03131
3_1	AF4	A0A1C5VXF4-F1	uncultured Blautia	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545328_01864
3_1	AF4	D4CQQ4-F1	Oribacterium sp	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GCWU000341_02703
3_1	AF4	A0A1J7BR22-F1	Cytophaga johnsonae	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BKM63_15120
3_1	AF4	A1ZXA8-F1	Microscilla marina	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' M23134_03695
3_1	AF4	A0A1Y4A165-F1	Flavonifractor sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B5F94_06920
3_1	AF4	A0A418R057-F1	Hymenobacter rubripertinctus	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D0T11_08920
3_1	AF4	A0A7C7RRE5-F1	Anaerolineae bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	EYP77_05525
3_1	AF4	A0A0B5QKH1-F1	Clostridium MP	97.7	Knotted carbamoyltransferase YgeW (Ornithine carbamoyltransferase (EC 2.1.3.3))	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_2 B0I49_003065 CLOBE_44210 LF65_02138
3_1	AF4	A0A2N1QTZ8-F1	Spirochaetae bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CVV53_08800
3_1	AF4	A0A417H074-F1	Ruminococcus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW748_09880
3_1	AF4	A0A849FGU4-F1	Maribacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HKP42_03210
3_1	AF4	A0A2U2RXE9-F1	Bacteroidetes bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DEJ39_06765
3_1	AF4	A0A352SVD5-F1	Clostridiales bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DC038_00610
3_1	AF4	A0A2G5KBI7-F1	Maribacter sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BFP75_08180
3_1	AF4	A0A2T2SG65-F1	Bacteroidetes bacterium	97.7	Acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	BRD26_09680
3_1	AF4	D9R6Z2-F1	Clostridium saccharolyticum	97.7	Carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	Closa_1031
3_1	AF4	A8RRT7-F1	Clostridium bolteae	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CLOBOL_03090
3_1	AF4	A0A094IM04-F1	Candidatus Izimaplasma sp	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_2 KQ78_01122
3_1	AF4	A0A3D1FJB7-F1	Lachnoclostridium sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DEQ64_05510
3_1	AF4	A0A6N2S0U6-F1	Anaerostipes caccae	97.7	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF ACLFYP115_00723
3_1	AF4	A0A1M4XFC3-F1	Aliifodinibius roseus	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05443144_104109
3_1	AF4	A0A327RAE2-F1	Arenibacter echinorum	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' LV92_00794
3_1	AF4	A0A645D5I5-F1	bioreactor metagenome	97.7	Putative carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006131,IPR036901	ygeW_9 SDC9_131539
3_1	AF4	A0A239BUR9-F1	Pontibacter ummariensis	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN06296052_102182
3_1	AF4	A0A497GXQ4-F1	Thermoplasmata archaeon	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	DRN14_02225
3_1	AF4	A0A2V1JYK1-F1	Eubacterium ramulus	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	LG34_03105
3_1	AF4	C2KUR0-F1	Oribacterium sinus	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HMPREF6123_0229
3_1	AF4	A0A1C5XMA0-F1	uncultured Clostridium	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545303_04462
3_1	AF4	A0A850MLB4-F1	Candidatus Helarchaeota	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	HWN66_06860
3_1	AF4	A0A3P3W5G6-F1	Flavobacterium tangerinum	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EG240_08980
3_1	AF4	A0A412Z830-F1	Enterocloster bolteae	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW839_11575 DWW02_12005 HLY09_04810
3_1	AF4	A0A227LKX9-F1	Enterocloster clostridioformis	97.7	Carbamoyltransferase YgeW (Knotted carbamoyltransferase YgeW)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW Ccl03g_38790 FOC47_23710 NCTC11224_03455 SAMN05216521_10509 SAMN05660211_03417
3_1	AF4	A0A7W0UVE4-F1	Pyrinomonadaceae bacterium	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	H0T92_02715
3_1	AF4	A0A1T5A5K6-F1	Maribacter arcticus	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05660866_00598
3_1	AF4	A0A4Q5LB94-F1	Hymenobacter persicinus	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EWM57_18770
3_1	AF4	A0A644Y4H9-F1	bioreactor metagenome	97.7	Putative carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW_5 SDC9_69919
3_1	AF4	A0A2E6GXS8-F1	Flavobacteriales bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMP63_08305
3_1	AF4	A0A3A6IB88-F1	Clostridiales bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXC92_07020
3_1	AF4	G5IIH0-F1	Hungatella hathewayi	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF9473_03298
3_1	AF4	A0A553FY41-F1	Fulvivirga sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FNH22_02200
3_1	AF4	A0A1Y3RNA4-F1	Flavonifractor sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B5G40_00295
3_1	AF4	A0A174KNZ8-F1	Hungatella hathewayi	97.7	Carbamoyltransferase YgeW (Knotted carbamoyltransferase YgeW)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXC39_20975 ERS852407_05038
3_1	AF4	A0A1W9QQV5-F1	Bacteroidetes bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006131,IPR006132,IPR017702,IPR036901	B6D61_12250
3_1	AF4	A0A1C6D8J6-F1	uncultured Flavonifractor	97.7	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545403_01498
3_1	AF4	N9ZER3-F1	Enterocloster bolteae	97.7	Carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1097_02382
3_1	AF4	A0A6I4NT28-F1	Flavobacterium hydrocarbonoxydans	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' GON26_07605
3_1	AF4	A0A661URN2-F1	Candidatus Cloacimonetes	97.7	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	DRH89_08385
3_1	AF4	A0A521H660-F1	Planctomycetes bacterium	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	EYC70_03100
3_1	AF4	A0A7Y3G0I5-F1	Woeseiaceae bacterium	97.7	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	HKO74_06220
3_1	AF4	A0A498CQF5-F1	Anaerotruncus sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW D4A47_04735
3_1	AF4	A0A1W7LM54-F1	Clostridium MP	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW CIBE_2401
3_1	AF4	A0A2G4GKQ9-F1	Chitinophagaceae bacterium	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CK547_02455
3_1	AF4	A0A2N5NVE1-F1	Ruminococcus gnavus	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW CCY17_11160 CDL23_09645 CDL27_01525
3_1	AF4	A0A411DKP2-F1	Chryseobacterium indologenes	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EU348_07040
3_1	AF4	A0A2I4NIT4-F1	Clostridium botulinum	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW RSJ10_2985
3_1	AF4	A0A6I2RP94-F1	Fusobacterium plautii	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GKE90_09535
3_1	AF4	A0A396PQB6-F1	Firmicutes bacterium	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXB97_10805
3_1	AF4	A0A356L655-F1	Acholeplasmatales bacterium	97.7	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	DD618_04630
3_1	AF4	A0A0K2DQZ6-F1	Candidatus Sulcia	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF argF' SMMAGTRE_110
3_1	AF4	A0A5C6RI26-F1	Phaeodactylibacter luteus	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FRY97_15785
3_1	AF4	A0A0X8G7Y6-F1	Lutibacter profundi	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' Lupro_10900
3_1	AF4	A0A1I0QN27-F1	Chryseobacterium wanjuense	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN05421841_2018
3_1	AF4	A0A7V2AYM1-F1	Rhodothermus obamensis	97.7	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	IPR006130,IPR006131,IPR006132,IPR036901	ENO59_00830
3_1	AF4	A0A416EIB1-F1	Lachnotalea sp	97.7	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DWZ56_12845
3_1	AF4	A5ZUS4-F1	Blautia obeum	97.7	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW RUMOBE_02759
3_1	AF4	N9Z1I5-F1	[Clostridium] clostridioforme	97.7	Carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1082_02394
3_1	AF4	A0A1M5CWI3-F1	Chryseobacterium sp	97.7	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN02787100_2434
3_1	AF4	A0A1H2SYA8-F1	Tepidimicrobium xylanilyticum	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	SAMN05660923_00580
3_1	AF4	A0A659LPS4-F1	Escherichia sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CRG93_20540
3_1	AF4	A0A6N2U3C5-F1	Blautia glucerasea	97.6	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_1 BGLFYP119_01794
3_1	AF4	A0A3M1CHM0-F1	Deltaproteobacteria bacterium	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	D6806_16860
3_1	AF4	A0A2S1Q865-F1	Dokdonia sp	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' DCS32_00840
3_1	AF4	A0A7V5UFS5-F1	Caldithrix abyssi	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	ENJ89_10470
3_1	AF4	A0A1C6IMR9-F1	uncultured Clostridium	97.6	Aspartate/ornithine carbamoyltransferase family protein	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3545417_02539
3_1	AF4	A0A800BRG7-F1	Anaerolineae bacterium	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR036901	EYP09_01230
3_1	AF4	J4ULQ3-F1	Peptostreptococcaceae bacterium	97.6	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	HMPREF1142_0804
3_1	AF4	A0A0M2U6Z2-F1	Clostridiales bacterium	97.6	Ornithine carbamoyltransferase	IPR002292,IPR006130,IPR006131,IPR006132,IPR036901	SY88_08320
3_1	AF4	A0A0F0C824-F1	Clostridium sp	97.6	Ornithine carbamoyltransferase (EC 2.1.3.3)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	argF_4 CLFS41_56540
3_1	AF4	A0A4Q1FH83-F1	Flavobacterium sp	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BOW55_09055
3_1	AF4	A0A1G1SFU3-F1	Streptococcus faecalis	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW GTI81_03785
3_1	AF4	A0A413L3G6-F1	Ruminococcus sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXA17_07455
3_1	AF4	A0A1T3FJ30-F1	Elizabethkingia ursingii	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' BAY32_02950
3_1	AF4	A0A0S7Z8T1-F1	Spirochaetes bacterium	97.6	N-acetylornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	AMS17_17555
3_1	AF4	F4AZQ2-F1	strain 4H-3-7-5	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' Krodi_2173
3_1	AF4	A0A6B4MVR6-F1	Clostridium botulinum	97.6	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW EXM99_02345 FDA27_03315
3_1	AF4	A0A1W9VGH2-F1	Spirochaetaceae bacterium	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B6241_00930
3_1	AF4	A0A1F9WAR7-F1	Elusimicrobia bacterium	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	A2234_08570
3_1	AF4	R2SH23-F1	Enterococcus haemoperoxidus	97.6	Aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	UAW_03165
3_1	AF4	A0A522MCE1-F1	Acidobacteria bacterium	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	EPN53_07765
3_1	AF4	A0A2K9MTF9-F1	Clostridium sporogenes	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	RSJ11_16520
3_1	AF4	A0A2D7MCQ9-F1	Flavobacteriaceae bacterium	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' CMC18_07440
3_1	AF4	A0A7V6YH09-F1	Clostridia bacterium	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	GX504_08740
3_1	AF4	A0A2T6AFE3-F1	Gramella gaetbulicola	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' C8P64_2963
3_1	AF4	A0A353BV48-F1	Firmicutes bacterium	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	DDW65_06310
3_1	AF4	A0A1G5GRT7-F1	Flavobacterium anhuiense	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' SAMN02927916_2479
3_1	AF4	A0A3C0WWX6-F1	Spirochaetaceae bacterium	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DCO86_03505
3_1	AF4	B1KZ65-F1	Clostridium botulinum 	97.6	Putative carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CLK_2279
3_1	AF4	C2CKG3-F1	Anaerococcus tetradius	97.6	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW HMPREF0077_1973
3_1	AF4	A0A417MI57-F1	Ruminococcus sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DXD14_03175
3_1	AF4	A0A5Q2P5U4-F1	Loigolactobacillus bifermentans	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW LB003_11545
3_1	AF4	A0A2N2YJM0-F1	Bacteroidetes bacterium	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CVT99_13275
3_1	AF4	A0A2X5I1E9-F1	Escherichia coli	97.6	Putative aspartate/ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW SAMEA3472044_02932
3_1	AF4	A0A1Y3T875-F1	Lachnoclostridium sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	B5G27_14885
3_1	AF4	A0A520UQ95-F1	Flavobacteriales bacterium	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' EVA39_02000
3_1	AF4	A0A417BDH8-F1	Ruminococcus sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DW952_05350
3_1	AF4	A0A0S8KUI4-F1	Anaerolineae bacterium	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR036901	AMJ93_00105
3_1	AF4	A0A7Y2TJW6-F1	Lutibacter sp	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' HKP59_02170
3_1	AF4	A0A7M3SX15-F1	Gramella aestuarii	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' FLP08_01025
3_1	AF4	A0A416MCQ3-F1	Ruminococcus sp	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW DWY47_00885
3_1	AF4	A0A430AML0-F1	Vagococcus elongatus	97.6	Knotted carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	CBF29_11680
3_1	AF4	A0A6B4KTP7-F1	Clostridium botulinum	97.6	Knotted carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW EXN27_11430 EXN28_14915 EXN35_03835 EXN38_07845 FDA93_07205 FDB05_08300
3_1	AF4	A0A3A1NAA3-F1	Muricauda lutimaris	97.6	N-succinylornithine carbamoyltransferase (EC 2.1.3.11) (N-succinyl-L-ornithine transcarbamylase) (SOTCase)	IPR006130,IPR006131,IPR006132,IPR036901,IPR043696	argF' D2V08_02410
3_1	AF4	C4FPD1-F1	Veillonella dispar	97.6	Putative carbamoyltransferase YgeW	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW VEIDISOL_00755
3_1	AF4	A0A7U9S4G0-F1	Lachnospiraceae bacterium	97.6	Putative carbamoyltransferase YgeW (EC 2.1.3.-)	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	ygeW IMSAGC013_01262
3_1	AF4	A0A175M5Z9-F1	Clostridium botulinum	97.6	Ornithine carbamoyltransferase	IPR006130,IPR006131,IPR006132,IPR017702,IPR036901	N493_14020
